common_trade_id,trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id,source
M2101L,CST768047,UZ7349430249,3516,624.79,18-02-2025,19-02-2025,Sell,Northern Trust,BRK004,Custodian
R8350K,CST615945,GK0533926863,2942,276.64,03-01-2025,04-01-2025,Buy,BNY Mellon,BRK004,Custodian
B3178N,CST511806,ON0729188280,8500,495.86,24-05-2025,26-05-2025,Buy,"Alexander, Allen and Cook",BRK003,Custodian
B2712S,CST557304,HL9831127319,4941,447.93,15-03-2025,17-03-2025,Buy,State Street,BRK003,Custodian
A8846J,CST583322,WE7803116510,355,409.63,05-04-2025,08-04-2025,Sell,BNY Mellon,BRK002,Custodian
R8274H,CST274849,DQ5217979168,9869,697.21,30-12-2024,02-01-2025,Buy,Vaughan Inc,BRK003,Custodian
S6778H,CST479130,WF3751468803,8603,484.38,09-06-2025,10-06-2025,Buy,Northern Trust,BRK004,Custodian
W1571O,CST377460,KJ7252731582,2958,974.75,14-04-2025,17-04-2025,Sell,Northern Trust,BRK002,Custodian
H1983A,CST466418,SQ8918372092,3645,776.41,07-04-2025,08-04-2025,Buy,Northern Trust,BRK004,Custodian
O4917U,CST630961,SY8662270711,811,58.1,17-03-2025,18-03-2025,Buy,BNY Mellon,BRK003,Custodian
E9775T,CST115489,MP2662510846,9470,533.22,02-01-2025,04-01-2025,Sell,State Street,BRK004,Custodian
W1047U,CST355662,AJ7229193577,4872,218.13,28-02-2025,02-03-2025,Sell,HDFC Custodian,BRK003,Custodian
G6759H,CST809172,RJ3231207702,4900,258.93,25-03-2025,28-03-2025,Sell,Northern Trust,BRK002,Custodian
Z7753Z,CST320682,WS5629933603,7604,327.36,18-03-2025,19-03-2025,Sell,HDFC Custodian,BRK001,Custodian
A6381V,CST372843,QO3264576111,2590,264.09,07-02-2025,08-02-2025,Buy,HDFC Custodian,BRK002,Custodian
F5951H,CST881920,DI8307574781,1310,730.83,19-04-2025,20-04-2025,Buy,HDFC Custodian,BRK002,Custodian
Z1033A,CST431288,FL6317186326,1651,948.09,08-02-2025,10-02-2025,Sell,State Street,BRK003,Custodian
H7571O,CST622742,OT2229740649,4826,310.1,29-01-2025,01-02-2025,Buy,Northern Trust,BRK001,Custodian
H9814G,CST845522,SU7548293094,4852,925.92,10-03-2025,13-03-2025,Buy,HDFC Custodian,BRK004,Custodian
A7421F,CST731984,AX9179080004,9809,699.96,03-02-2025,04-02-2025,Buy,HDFC Custodian,BRK003,Custodian
K5318X,CST658546,OM3515735719,4264,982.84,28-01-2025,31-01-2025,Sell,BNY Mellon,BRK004,Custodian
H5033B,CST545789,JU6312483154,4192,763.35,16-02-2025,18-02-2025,Sell,HDFC Custodian,BRK003,Custodian
T3392L,CST401323,HD5449598427,1145,136.41,13-04-2025,16-04-2025,Sell,Northern Trust,BRK003,Custodian
R1435H,CST115625,SI6950647138,3904,183.58,07-03-2025,08-03-2025,Sell,State Street,BRK002,Custodian
P1097J,CST499066,UD2922584051,9832,465.61,19-04-2025,20-04-2025,Buy,Tran-Lopez,BRK004,Custodian
V2102X,CST539372,IP4564169671,4942,616.81,02-01-2025,05-01-2025,Sell,State Street,BRK001,Custodian
U8926X,CST195727,EJ4877014117,4102,697.66,27-12-2024,28-12-2024,Sell,HDFC Custodian,BRK002,Custodian
L3552W,CST525246,KM7947364950,3940,214.25,23-02-2025,25-02-2025,Buy,BNY Mellon,BRK001,Custodian
Y4135Q,CST536087,CZ1283867908,7043,71.55,25-12-2024,26-12-2024,Buy,Rowland-Richardson,BRK003,Custodian
B7884H,CST609365,NU2778959208,4740,708.04,03-01-2025,05-01-2025,Buy,Northern Trust,BRK001,Custodian
W2761P,CST577738,KM8340249825,7846,668.31,12-06-2025,14-06-2025,Sell,"Campbell, Crawford and Johnson",BRK004,Custodian
W7614D,CST850374,KS7785523144,6011,997.07,22-02-2025,25-02-2025,Buy,State Street,BRK001,Custodian
R8249C,CST680204,CX1057917343,5765,667.3,11-03-2025,14-03-2025,Sell,State Street,BRK001,Custodian
I5563V,CST778245,JF1631351561,4254,97.01,07-01-2025,09-01-2025,Sell,HDFC Custodian,BRK001,Custodian
K9687E,CST572091,UC2638805513,2524,494.74,17-01-2025,18-01-2025,Sell,State Street,BRK003,Custodian
O6997G,CST451274,IV7493315733,5829,718.68,24-05-2025,27-05-2025,Buy,HDFC Custodian,BRK004,Custodian
T5696V,CST913872,XA3996616982,8670,931.23,18-02-2025,20-02-2025,Buy,"Parrish, Chambers and Khan",BRK002,Custodian
N2804T,CST226205,KH1554260278,1106,426.89,29-05-2025,30-05-2025,Sell,Northern Trust,BRK003,Custodian
D3979A,CST372632,AM1494890062,4803,754.92,13-05-2025,14-05-2025,Buy,BNY Mellon,BRK002,Custodian
J8910T,CST641555,RB3310383935,4431,426.88,13-01-2025,14-01-2025,Buy,Northern Trust,BRK002,Custodian
Q1452C,CST774206,SX4770126750,1379,995.15,13-06-2025,16-06-2025,Sell,BNY Mellon,BRK001,Custodian
H2916Q,CST222919,CU9807236302,4803,577.67,08-03-2025,09-03-2025,Sell,State Street,BRK002,Custodian
Q9017V,CST739148,ZZ0213196791,5028,896.03,31-05-2025,03-06-2025,Sell,BNY Mellon,BRK004,Custodian
W8052Z,CST805734,GM9392333744,7953,704.46,02-01-2025,05-01-2025,Buy,BNY Mellon,BRK004,Custodian
Z2927J,CST474235,CT3383068948,2113,727.81,28-02-2025,01-03-2025,Buy,BNY Mellon,BRK001,Custodian
B4360U,CST907746,YA5893925796,7692,946.13,20-01-2025,22-01-2025,Buy,BNY Mellon,BRK003,Custodian
J4928E,CST527363,UF4737747155,2450,277.85,25-05-2025,28-05-2025,Sell,HDFC Custodian,BRK003,Custodian
O4505C,CST741413,PR0603290127,892,353.19,06-02-2025,09-02-2025,Buy,Williams Group,BRK003,Custodian
V4846O,CST433443,BG2931789208,6554,52.81,23-05-2025,25-05-2025,Buy,HDFC Custodian,BRK002,Custodian
K4521Q,CST839857,RB5713959751,6004,325.63,05-04-2025,08-04-2025,Buy,State Street,BRK002,Custodian
K4177M,CST942216,XU4013981855,9651,353.74,11-06-2025,12-06-2025,Buy,Northern Trust,BRK003,Custodian
F5037K,CST477190,AT0503206850,6294,221.95,19-02-2025,22-02-2025,Buy,State Street,BRK003,Custodian
V4753X,CST279709,LH8771586401,4008,492.56,23-03-2025,26-03-2025,Sell,HDFC Custodian,BRK002,Custodian
L5343M,CST931913,KJ2298184705,7286,211.24,19-05-2025,21-05-2025,Buy,"Mcneil, Morgan and Cooper",BRK003,Custodian
T1492L,CST596742,EG0497103550,8850,148.16,10-03-2025,13-03-2025,Sell,Northern Trust,BRK003,Custodian
A9136A,CST763000,TC6189176777,1713,600.98,19-03-2025,20-03-2025,Sell,BNY Mellon,BRK001,Custodian
V1258C,CST180537,JK3752068670,8109,341.47,03-04-2025,05-04-2025,Buy,HDFC Custodian,BRK001,Custodian
K5968P,CST189803,ZA2863967206,8526,190.35,21-05-2025,24-05-2025,Sell,State Street,BRK001,Custodian
X6859B,CST157387,YN1185140324,6992,194.2,03-06-2025,04-06-2025,Sell,HDFC Custodian,BRK004,Custodian
T3517G,CST751545,ZL7461015657,8805,904.45,29-03-2025,31-03-2025,Buy,Northern Trust,BRK001,Custodian
N3542S,CST302245,LI3078413391,6590,904.41,07-02-2025,09-02-2025,Buy,HDFC Custodian,BRK003,Custodian
U7408E,CST338394,UJ9572137395,1728,646.95,06-05-2025,08-05-2025,Buy,HDFC Custodian,BRK003,Custodian
Z8699K,CST163522,JS2560143980,3654,340.55,16-01-2025,17-01-2025,Sell,BNY Mellon,BRK002,Custodian
G8198N,CST715249,SI4750045819,276,649.9,25-12-2024,28-12-2024,Buy,State Street,BRK001,Custodian
G4002P,CST405092,GW5623234508,9418,638.05,05-01-2025,08-01-2025,Sell,State Street,BRK004,Custodian
Z5648B,CST558432,UD5030179911,5067,63.36,30-01-2025,01-02-2025,Buy,Northern Trust,BRK001,Custodian
O6089V,CST369636,LQ0251435169,6250,511.12,25-03-2025,26-03-2025,Sell,State Street,BRK004,Custodian
H4659Z,CST384119,DL4995780791,8265,617.14,08-04-2025,11-04-2025,Sell,BNY Mellon,BRK004,Custodian
C6237L,CST709105,SJ4055588435,8959,538.13,16-01-2025,19-01-2025,Sell,HDFC Custodian,BRK002,Custodian
E3177S,CST101603,GF7247123362,8162,316.17,06-06-2025,09-06-2025,Sell,State Street,BRK002,Custodian
J8320M,CST739646,OE9847748005,6151,169.55,19-04-2025,21-04-2025,Sell,HDFC Custodian,BRK001,Custodian
C5952E,CST845678,WH3190049107,9900,91.96,31-05-2025,01-06-2025,Sell,Palmer-Casey,BRK003,Custodian
U9846A,CST109388,RO8337419786,9111,377.27,19-03-2025,20-03-2025,Sell,State Street,BRK004,Custodian
D5630G,CST753715,EX4539991804,3122,645.77,30-04-2025,01-05-2025,Sell,State Street,BRK003,Custodian
U2468D,CST300049,DU0217730690,1581,334.38,03-01-2025,06-01-2025,Sell,Northern Trust,BRK004,Custodian
N4532R,CST709591,RC3292081510,9175,759.77,15-01-2025,16-01-2025,Sell,Northern Trust,BRK001,Custodian
H7055O,CST815499,FG4435319987,5207,222.51,15-03-2025,16-03-2025,Sell,Taylor-Byrd,BRK003,Custodian
C9368I,CST990850,HM4702024609,1532,749.67,09-02-2025,11-02-2025,Buy,Northern Trust,BRK002,Custodian
X4001X,CST458102,MI3164951897,8062,770.55,14-02-2025,15-02-2025,Sell,BNY Mellon,BRK003,Custodian
O9368W,CST821875,SO2016246406,6080,509.23,24-01-2025,27-01-2025,Sell,Northern Trust,BRK003,Custodian
N5663Y,CST605164,YU7193610917,9548,447.74,16-03-2025,18-03-2025,Sell,HDFC Custodian,BRK003,Custodian
Y9494S,CST142044,CJ1974239922,8382,468.84,30-04-2025,02-05-2025,Buy,BNY Mellon,BRK004,Custodian
R2931M,CST803725,EK2767556220,7528,595.68,01-06-2025,04-06-2025,Buy,BNY Mellon,BRK002,Custodian
S3258O,CST567235,GJ4851984031,3901,830.34,06-03-2025,09-03-2025,Sell,BNY Mellon,BRK004,Custodian
B7385I,CST467231,KL9919490499,4288,856.78,17-02-2025,18-02-2025,Buy,Johnson-Gordon,BRK001,Custodian
G9373X,CST901834,PE7290624672,7855,712.69,16-01-2025,19-01-2025,Buy,HDFC Custodian,BRK001,Custodian
P5238Z,CST234506,BU7507085817,7864,183.66,15-02-2025,18-02-2025,Buy,BNY Mellon,BRK002,Custodian
X2226X,CST653140,JP2720332312,6171,546.99,18-02-2025,21-02-2025,Buy,Northern Trust,BRK001,Custodian
S7007X,CST528574,VI0320558546,4760,706.9,04-01-2025,07-01-2025,Buy,HDFC Custodian,BRK001,Custodian
X6588H,CST264975,JZ7071362035,7200,745.54,03-02-2025,06-02-2025,Buy,Northern Trust,BRK001,Custodian
Q2161G,CST726551,OE4687479364,5696,619.96,18-01-2025,19-01-2025,Buy,HDFC Custodian,BRK001,Custodian
H6936F,CST210522,OX1896517348,1064,612.03,28-01-2025,31-01-2025,Sell,State Street,BRK004,Custodian
Q4787G,CST838204,AU8369293945,3038,122.18,21-03-2025,23-03-2025,Buy,BNY Mellon,BRK004,Custodian
Y2549S,CST902765,FD1317259585,4003,911.69,01-05-2025,04-05-2025,Buy,BNY Mellon,BRK001,Custodian
Y1353Y,CST368749,CI3971748641,1564,419.87,15-05-2025,17-05-2025,Buy,Northern Trust,BRK003,Custodian
H3121B,CST637285,QA7428421656,6939,469.11,05-04-2025,06-04-2025,Buy,State Street,BRK003,Custodian
U1336N,CST584458,DX1760876073,5979,580.79,13-05-2025,16-05-2025,Sell,State Street,BRK001,Custodian
P2589L,CST425133,VG9505703690,7982,196.11,22-04-2025,24-04-2025,Buy,State Street,BRK001,Custodian
I3000E,CST221481,VD2017957930,4831,771.15,29-03-2025,31-03-2025,Sell,State Street,BRK002,Custodian
R9376O,CST268451,KH0407989040,9307,831.16,04-04-2025,05-04-2025,Sell,Jones PLC,BRK004,Custodian
K5934J,CST253375,NQ4122918074,4264,563.9,16-01-2025,19-01-2025,Buy,State Street,BRK002,Custodian
Q7930V,CST337094,FX3799732390,4269,664.12,10-03-2025,13-03-2025,Buy,Northern Trust,BRK003,Custodian
E1633A,CST183612,PD0009528876,719,877.17,06-01-2025,08-01-2025,Buy,State Street,BRK003,Custodian
U4944O,CST540148,VJ0041122410,807,824.06,03-06-2025,04-06-2025,Buy,Northern Trust,BRK002,Custodian
L2896X,CST736174,FW1398564675,4840,517.13,17-05-2025,18-05-2025,Buy,BNY Mellon,BRK002,Custodian
I1691E,CST581736,PN7098192590,4098,268.92,28-05-2025,29-05-2025,Buy,HDFC Custodian,BRK004,Custodian
P2453M,CST689362,EF4059442314,3001,430.19,19-05-2025,21-05-2025,Sell,Northern Trust,BRK003,Custodian
E7079U,CST532031,IZ2657478770,1282,270.23,28-01-2025,31-01-2025,Buy,BNY Mellon,BRK001,Custodian
A3825U,CST595001,YZ3466215338,2404,646.88,08-02-2025,09-02-2025,Buy,Northern Trust,BRK002,Custodian
J2575W,CST834614,ZO1583432512,8967,488.81,23-02-2025,24-02-2025,Buy,BNY Mellon,BRK004,Custodian
X3573H,CST945783,PE0187688093,4033,947.58,29-12-2024,31-12-2024,Sell,Northern Trust,BRK004,Custodian
K5541L,CST488451,MO6035987397,4273,204.16,29-12-2024,30-12-2024,Sell,Northern Trust,BRK004,Custodian
R4970J,CST328553,KX0955295841,9306,939.7,16-02-2025,17-02-2025,Sell,HDFC Custodian,BRK002,Custodian
Y1195S,CST560580,KX0779158744,185,694.69,18-05-2025,19-05-2025,Sell,Northern Trust,BRK002,Custodian
L5522U,CST498838,HW2941543940,7025,730.95,21-12-2024,22-12-2024,Buy,HDFC Custodian,BRK001,Custodian
N1326B,CST907461,KY6493918527,5499,144.98,14-04-2025,16-04-2025,Buy,State Street,BRK004,Custodian
G7431I,CST698446,GK2188600073,6591,968.27,15-06-2025,16-06-2025,Buy,Northern Trust,BRK003,Custodian
F4075F,CST719685,TI6205937183,5184,710.56,24-12-2024,25-12-2024,Buy,Northern Trust,BRK001,Custodian
E2440J,CST514200,AH5113077989,1773,219.78,11-05-2025,12-05-2025,Buy,Northern Trust,BRK002,Custodian
B1373I,CST522530,ZD3418723789,398,168.75,16-05-2025,19-05-2025,Sell,BNY Mellon,BRK004,Custodian
I8561A,CST508726,BU8940691297,4985,373.29,05-03-2025,07-03-2025,Sell,State Street,BRK004,Custodian
U6368U,CST573920,HS5850218127,1665,996.43,16-01-2025,18-01-2025,Buy,State Street,BRK001,Custodian
L9531L,CST235632,YT4183342628,5202,592.59,10-01-2025,12-01-2025,Buy,Northern Trust,BRK002,Custodian
W1523V,CST985035,IW3276061036,5208,819.87,27-02-2025,28-02-2025,Buy,HDFC Custodian,BRK004,Custodian
P4752N,CST242585,CP4559623602,888,427.69,11-03-2025,14-03-2025,Buy,HDFC Custodian,BRK003,Custodian
U9041A,CST903239,VE8782837603,8581,88.69,02-03-2025,05-03-2025,Buy,HDFC Custodian,BRK001,Custodian
B8897Z,CST110371,RJ5920735281,7715,940.59,15-01-2025,17-01-2025,Buy,State Street,BRK004,Custodian
X4885D,CST528992,AU9139985298,3013,499.4,09-05-2025,12-05-2025,Sell,BNY Mellon,BRK001,Custodian
M9901G,CST637236,VA6620343944,7803,954.53,17-03-2025,18-03-2025,Buy,Northern Trust,BRK002,Custodian
F4283W,CST625596,LD2368434621,9300,134.42,06-02-2025,07-02-2025,Buy,Northern Trust,BRK001,Custodian
T6366E,CST352240,XW5767424120,5368,985.83,23-03-2025,25-03-2025,Sell,Northern Trust,BRK002,Custodian
O6843D,CST783430,FT4928753867,9203,847.38,07-05-2025,10-05-2025,Buy,"Garza, Murray and Thomas",BRK004,Custodian
Y7177W,CST883764,CC7456823506,9263,485.14,08-03-2025,11-03-2025,Sell,BNY Mellon,BRK001,Custodian
Z3783R,CST743022,WU6595034984,486,721.48,28-12-2024,30-12-2024,Buy,Simpson Ltd,BRK001,Custodian
X7741L,CST427818,OJ5990224874,477,873.09,16-04-2025,17-04-2025,Sell,"Riley, Frye and Garner",BRK003,Custodian
K4205I,CST211472,DD0914970387,6928,332.96,17-02-2025,20-02-2025,Sell,BNY Mellon,BRK001,Custodian
S7126Q,CST780134,CV5290320937,355,452.16,30-01-2025,02-02-2025,Buy,State Street,BRK003,Custodian
W1228Y,CST910963,ZI3255735737,5832,379.94,18-05-2025,20-05-2025,Buy,BNY Mellon,BRK002,Custodian
N7772P,CST477976,GY2584663284,1338,592.04,05-04-2025,07-04-2025,Buy,Northern Trust,BRK001,Custodian
Y6288L,CST179866,CG8134771149,1469,914.16,02-06-2025,04-06-2025,Buy,Northern Trust,BRK003,Custodian
Q8375A,CST890687,OK2334876472,654,771.67,07-06-2025,08-06-2025,Sell,BNY Mellon,BRK002,Custodian
G3012E,CST354417,NH7850815965,4078,216.46,27-04-2025,30-04-2025,Sell,State Street,BRK003,Custodian
F5176L,CST932933,MK4610047589,2206,474.93,16-05-2025,18-05-2025,Buy,HDFC Custodian,BRK002,Custodian
Y3041W,CST735356,PH6383012262,4488,582.76,09-01-2025,11-01-2025,Sell,HDFC Custodian,BRK002,Custodian
S5042W,CST219192,XL5350176705,4566,102.63,21-03-2025,24-03-2025,Sell,HDFC Custodian,BRK002,Custodian
D5263K,CST437977,CW9433714159,2492,546.1,05-05-2025,08-05-2025,Buy,Northern Trust,BRK003,Custodian
O8503B,CST545645,ZO1138478909,4882,895.25,08-04-2025,09-04-2025,Buy,State Street,BRK002,Custodian
K7998I,CST671251,OC7865533199,5670,957.31,24-04-2025,26-04-2025,Sell,Northern Trust,BRK004,Custodian
V1117F,CST111650,SL1024904348,1610,769.56,23-03-2025,26-03-2025,Sell,HDFC Custodian,BRK001,Custodian
F7545O,CST770733,SS7974486308,8265,929.48,02-05-2025,04-05-2025,Sell,HDFC Custodian,BRK004,Custodian
S3699Y,CST554275,EP9204367378,1220,253.44,29-04-2025,02-05-2025,Sell,HDFC Custodian,BRK001,Custodian
E9952W,CST942030,RF7338708520,2230,337.28,11-03-2025,14-03-2025,Buy,HDFC Custodian,BRK004,Custodian
R8466U,CST307175,DT6050976854,2696,385.76,09-04-2025,11-04-2025,Buy,Jackson LLC,BRK004,Custodian
N8910B,CST135126,LU6240170937,9429,76.65,01-04-2025,03-04-2025,Buy,BNY Mellon,BRK003,Custodian
W5052A,CST606394,YZ7085032268,3862,733.72,20-01-2025,23-01-2025,Buy,State Street,BRK002,Custodian
L1876I,CST310817,JD1096262078,6612,684.68,02-03-2025,05-03-2025,Sell,State Street,BRK002,Custodian
A1499Y,CST185447,KU6079188943,7513,69.78,20-01-2025,22-01-2025,Buy,BNY Mellon,BRK002,Custodian
I2766K,CST209445,XD0263738136,3940,881.95,04-01-2025,07-01-2025,Sell,State Street,BRK002,Custodian
K6114Y,CST699217,EA6860575211,9459,158.52,03-06-2025,05-06-2025,Buy,HDFC Custodian,BRK001,Custodian
Q3311J,CST409516,LC7214575053,8101,810.57,11-03-2025,13-03-2025,Sell,HDFC Custodian,BRK002,Custodian
V4469H,CST616541,KS5453945415,8742,343.17,23-05-2025,26-05-2025,Sell,Northern Trust,BRK002,Custodian
B2504F,CST693743,VD6250476576,3513,834.94,03-01-2025,05-01-2025,Sell,Northern Trust,BRK004,Custodian
U9422W,CST845313,EV1705646416,1670,818.93,03-02-2025,05-02-2025,Buy,Northern Trust,BRK002,Custodian
O3766J,CST550049,GM2759347884,5149,443.04,18-02-2025,19-02-2025,Sell,Northern Trust,BRK004,Custodian
Q5578P,CST405290,PP9424930643,308,683.33,22-12-2024,23-12-2024,Sell,BNY Mellon,BRK002,Custodian
L8867U,CST696375,NR0187395862,1457,804.37,05-06-2025,07-06-2025,Sell,Northern Trust,BRK003,Custodian
F7383U,CST119859,HX5100961336,9732,313.65,12-06-2025,14-06-2025,Sell,HDFC Custodian,BRK004,Custodian
Q9708H,CST574286,HJ0671648868,8965,303.43,29-01-2025,30-01-2025,Sell,State Street,BRK004,Custodian
P1754S,CST306844,YX8201244007,4923,762.91,26-04-2025,28-04-2025,Buy,HDFC Custodian,BRK004,Custodian
D9163E,CST969815,JC6287510478,5237,386.85,28-02-2025,03-03-2025,Sell,State Street,BRK002,Custodian
U2415L,CST722954,WM1598026839,4900,611.1,21-02-2025,24-02-2025,Buy,BNY Mellon,BRK001,Custodian
O5042I,CST248882,BJ2061015174,4736,929.77,18-01-2025,21-01-2025,Buy,State Street,BRK002,Custodian
Q6159X,CST743113,EA0722378626,6691,94.67,12-02-2025,15-02-2025,Sell,State Street,BRK004,Custodian
H4267Z,CST862372,MP1425103901,4297,460.29,25-12-2024,28-12-2024,Buy,HDFC Custodian,BRK003,Custodian
M6956N,CST827943,GT0678820521,9634,933.42,14-06-2025,17-06-2025,Buy,State Street,BRK004,Custodian
W5312Z,CST257556,ZY5191463552,9636,99.32,18-05-2025,21-05-2025,Sell,State Street,BRK003,Custodian
B1269D,CST115657,TL5201885567,9505,80.5,22-03-2025,25-03-2025,Sell,BNY Mellon,BRK004,Custodian
L2815M,CST449569,IO8045859288,3659,296.22,01-04-2025,03-04-2025,Buy,State Street,BRK002,Custodian
R1419P,CST161914,PZ7928656916,4588,729.26,13-02-2025,16-02-2025,Sell,Northern Trust,BRK002,Custodian
K5752D,CST132929,WU1621628567,3905,553.74,04-03-2025,06-03-2025,Buy,Northern Trust,BRK002,Custodian
W4264S,CST658406,BA9476014689,938,915.25,28-03-2025,31-03-2025,Buy,Northern Trust,BRK002,Custodian
H5938D,CST564641,FW3013918393,1916,555.98,10-03-2025,12-03-2025,Buy,Northern Trust,BRK004,Custodian
Y9059M,CST841714,KE2190059828,6210,305.67,18-03-2025,19-03-2025,Sell,State Street,BRK001,Custodian
E6254F,CST825749,WK8343584840,8393,975.44,28-02-2025,01-03-2025,Buy,BNY Mellon,BRK002,Custodian
G1355D,CST360357,UV4455656989,3756,937.6,16-03-2025,19-03-2025,Buy,Northern Trust,BRK002,Custodian
L6242W,CST727317,ZG2956451382,9758,948.93,08-01-2025,10-01-2025,Buy,State Street,BRK004,Custodian
X3240T,CST259771,JL9298538762,728,896.44,25-04-2025,27-04-2025,Buy,State Street,BRK004,Custodian
B5662U,CST238054,BA2708444827,5574,400.16,24-12-2024,25-12-2024,Sell,Northern Trust,BRK004,Custodian
I7961G,CST130960,IF2186739772,5692,994.4,03-06-2025,04-06-2025,Buy,Northern Trust,BRK001,Custodian
Y6498O,CST412822,GZ2613995253,4908,390.56,09-03-2025,10-03-2025,Sell,HDFC Custodian,BRK002,Custodian
X9442W,CST465757,AP9981004812,917,842.24,10-01-2025,11-01-2025,Sell,HDFC Custodian,BRK004,Custodian
J8348A,CST101809,NJ8728991258,9773,476.84,10-05-2025,11-05-2025,Buy,Northern Trust,BRK004,Custodian
Q9767X,CST344116,MP2721621262,7348,362.18,27-03-2025,28-03-2025,Sell,State Street,BRK003,Custodian
F9815B,CST257016,YD5281248385,6788,273.39,17-05-2025,18-05-2025,Sell,State Street,BRK003,Custodian
B7810A,CST547986,EB4141718203,2900,272.84,25-04-2025,28-04-2025,Sell,HDFC Custodian,BRK003,Custodian
G9954C,CST957177,PG6350809935,1551,614.55,29-04-2025,30-04-2025,Sell,BNY Mellon,BRK003,Custodian
Y6336N,CST993297,WL6968281633,2673,478.97,02-04-2025,05-04-2025,Sell,State Street,BRK003,Custodian
T3107M,CST613354,KL5272573094,2243,755.2,23-04-2025,26-04-2025,Buy,BNY Mellon,BRK003,Custodian
H1614W,CST100160,IG9877783374,6813,921.98,18-06-2025,20-06-2025,Buy,State Street,BRK002,Custodian
T4336P,CST104802,BF6847190667,8924,247.08,30-12-2024,01-01-2025,Sell,"Hill, Tucker and Avila",BRK004,Custodian
Z8998D,CST435978,EJ0195749904,5915,451.16,18-01-2025,19-01-2025,Sell,State Street,BRK004,Custodian
X6333C,CST434661,JG1591987691,154,209.94,05-06-2025,08-06-2025,Buy,BNY Mellon,BRK003,Custodian
R2592R,CST140632,VD7942480587,3573,378.11,22-12-2024,25-12-2024,Buy,"Floyd, Lee and Tapia",BRK001,Custodian
K7013U,CST977865,GJ6190026057,7686,410.11,29-01-2025,30-01-2025,Sell,Northern Trust,BRK001,Custodian
P6563T,CST910944,DK4462703621,6088,176.56,24-04-2025,26-04-2025,Buy,BNY Mellon,BRK004,Custodian
V8370R,CST399209,GW5587184890,3248,490.46,24-12-2024,26-12-2024,Sell,HDFC Custodian,BRK004,Custodian
F2416J,CST409188,CY2647369226,3855,181.14,10-06-2025,12-06-2025,Buy,Northern Trust,BRK003,Custodian
K6820K,CST625088,WJ1165509430,2040,840.92,05-02-2025,06-02-2025,Sell,State Street,BRK002,Custodian
P3186F,CST321701,ZY1058656193,3190,332.05,23-12-2024,25-12-2024,Sell,HDFC Custodian,BRK001,Custodian
X2746B,CST393342,FE2248677641,2917,869.05,26-02-2025,27-02-2025,Buy,BNY Mellon,BRK001,Custodian
Z5548M,CST669353,RH8548983939,4190,824.19,15-06-2025,16-06-2025,Buy,HDFC Custodian,BRK002,Custodian
A2866C,CST839092,GE9514907663,6663,357.31,05-05-2025,06-05-2025,Sell,Northern Trust,BRK002,Custodian
M1699U,CST858252,HE5624681845,5400,596.88,10-01-2025,11-01-2025,Buy,HDFC Custodian,BRK003,Custodian
U8501Q,CST690240,LR6055597828,4001,575.56,11-03-2025,12-03-2025,Sell,State Street,BRK004,Custodian
X3938X,CST975420,HX8614371313,3872,936.2,04-02-2025,07-02-2025,Buy,State Street,BRK002,Custodian
I6599V,CST657394,HL5342761659,7393,696.89,15-02-2025,17-02-2025,Sell,State Street,BRK002,Custodian
N9493D,CST844301,VG7103603915,1610,908.06,16-06-2025,18-06-2025,Sell,State Street,BRK002,Custodian
X2066X,CST648161,GV1366408140,9803,871.59,31-12-2024,02-01-2025,Sell,State Street,BRK001,Custodian
Y2661L,CST449682,PG8711125031,7845,723.94,12-05-2025,13-05-2025,Sell,Northern Trust,BRK002,Custodian
